Date,Open,High,Low,Close,Adj Close,Volume
2016-03-29,12.310000,12.310000,12.310000,12.310000,5.024941,0
2016-03-30,12.360000,12.360000,12.360000,12.360000,5.045351,0
2016-03-31,12.350000,12.350000,12.350000,12.350000,5.041269,0
2016-04-01,12.420000,12.420000,12.420000,12.420000,5.069844,0
2016-04-04,12.290000,12.290000,12.290000,12.290000,5.016777,0
2016-04-05,12.170000,12.170000,12.170000,12.170000,4.967793,0
2016-04-06,12.310000,12.310000,12.310000,12.310000,5.024941,0
2016-04-07,12.150000,12.150000,12.150000,12.150000,4.959629,0
2016-04-08,12.210000,12.210000,12.210000,12.210000,4.984121,0
2016-04-11,12.220000,12.220000,12.220000,12.220000,4.988203,0
2016-04-12,12.330000,12.330000,12.330000,12.330000,5.033105,0
2016-04-13,12.520000,12.520000,12.520000,12.520000,5.110663,0
2016-04-14,12.510000,12.510000,12.510000,12.510000,5.106581,0
2016-04-15,12.530000,12.530000,12.530000,12.530000,5.114745,0
2016-04-18,12.610000,12.610000,12.610000,12.610000,5.147401,0
2016-04-19,12.660000,12.660000,12.660000,12.660000,5.167811,0
2016-04-20,12.650000,12.650000,12.650000,12.650000,5.163729,0
2016-04-21,12.590000,12.590000,12.590000,12.590000,5.139237,0
2016-04-22,12.690000,12.690000,12.690000,12.690000,5.180057,0
2016-04-25,12.630000,12.630000,12.630000,12.630000,5.155566,0
2016-04-26,12.730000,12.730000,12.730000,12.730000,5.196384,0
2016-04-27,12.840000,12.840000,12.840000,12.840000,5.241287,0
2016-04-28,12.660000,12.660000,12.660000,12.660000,5.167811,0
2016-04-29,12.590000,12.590000,12.590000,12.590000,5.139237,0
2016-05-02,12.710000,12.710000,12.710000,12.710000,5.188221,0
2016-05-03,12.540000,12.540000,12.540000,12.540000,5.118827,0
2016-05-04,12.420000,12.420000,12.420000,12.420000,5.069844,0
2016-05-05,12.410000,12.410000,12.410000,12.410000,5.065761,0
2016-05-06,12.470000,12.470000,12.470000,12.470000,5.090253,0
2016-05-09,12.450000,12.450000,12.450000,12.450000,5.082088,0
2016-05-10,12.640000,12.640000,12.640000,12.640000,5.159647,0
2016-05-11,12.540000,12.540000,12.540000,12.540000,5.118827,0
2016-05-12,12.520000,12.520000,12.520000,12.520000,5.110663,0
2016-05-13,12.420000,12.420000,12.420000,12.420000,5.069844,0
2016-05-16,12.570000,12.570000,12.570000,12.570000,5.131073,0
2016-05-17,12.450000,12.450000,12.450000,12.450000,5.082088,0
2016-05-18,12.480000,12.480000,12.480000,12.480000,5.094334,0
2016-05-19,12.390000,12.390000,12.390000,12.390000,5.057597,0
2016-05-20,12.520000,12.520000,12.520000,12.520000,5.110663,0
2016-05-23,12.510000,12.510000,12.510000,12.510000,5.106581,0
2016-05-24,12.710000,12.710000,12.710000,12.710000,5.188221,0
2016-05-25,12.890000,12.890000,12.890000,12.890000,5.261698,0
2016-05-26,12.850000,12.850000,12.850000,12.850000,5.245369,0
2016-05-27,12.950000,12.950000,12.950000,12.950000,5.286189,0
2016-05-31,12.960000,12.960000,12.960000,12.960000,5.290271,0
2016-06-01,13.030000,13.030000,13.030000,13.030000,5.318845,0
2016-06-02,13.070000,13.070000,13.070000,13.070000,5.335173,0
2016-06-03,13.000000,13.000000,13.000000,13.000000,5.306598,0
2016-06-06,13.130000,13.130000,13.130000,13.130000,5.359665,0
2016-06-07,13.160000,13.160000,13.160000,13.160000,5.371912,0
2016-06-08,13.220000,13.220000,13.220000,13.220000,5.396403,0
2016-06-09,13.150000,13.150000,13.150000,13.150000,5.367830,0
2016-06-10,12.990000,12.990000,12.990000,12.990000,5.302516,0
2016-06-13,12.840000,12.840000,12.840000,12.840000,5.241287,0
2016-06-14,12.790000,12.790000,12.790000,12.790000,5.220877,0
2016-06-15,12.790000,12.790000,12.790000,12.790000,5.220877,0
2016-06-16,12.780000,12.780000,12.780000,12.780000,5.216794,0
2016-06-17,12.790000,12.790000,12.790000,12.790000,5.220877,0
2016-06-20,12.920000,12.920000,12.920000,12.920000,5.273943,0
2016-06-21,12.940000,12.940000,12.940000,12.940000,5.282107,0
2016-06-22,12.900000,12.900000,12.900000,12.900000,5.265779,0
2016-06-23,13.130000,13.130000,13.130000,13.130000,5.359665,0
2016-06-24,12.520000,12.520000,12.520000,12.520000,5.110663,0
2016-06-27,12.100000,12.100000,12.100000,12.100000,4.939219,0
2016-06-28,12.340000,12.340000,12.340000,12.340000,5.037186,0
2016-06-29,12.570000,12.570000,12.570000,12.570000,5.131073,0
2016-06-30,12.810000,12.810000,12.810000,12.810000,5.229042,0
2016-07-01,12.800000,12.800000,12.800000,12.800000,5.224959,0
2016-07-05,12.590000,12.590000,12.590000,12.590000,5.139237,0
2016-07-06,12.660000,12.660000,12.660000,12.660000,5.167811,0
2016-07-07,12.680000,12.680000,12.680000,12.680000,5.175975,0
2016-07-08,12.890000,12.890000,12.890000,12.890000,5.261698,0
2016-07-11,12.960000,12.960000,12.960000,12.960000,5.290271,0
2016-07-12,13.070000,13.070000,13.070000,13.070000,5.335173,0
2016-07-13,13.030000,13.030000,13.030000,13.030000,5.318845,0
2016-07-14,13.080000,13.080000,13.080000,13.080000,5.339255,0
2016-07-15,13.090000,13.090000,13.090000,13.090000,5.343336,0
2016-07-18,13.100000,13.100000,13.100000,13.100000,5.347419,0
2016-07-19,13.070000,13.070000,13.070000,13.070000,5.335173,0
2016-07-20,13.170000,13.170000,13.170000,13.170000,5.375993,0
2016-07-21,13.100000,13.100000,13.100000,13.100000,5.347419,0
2016-07-22,13.200000,13.200000,13.200000,13.200000,5.388239,0
2016-07-25,13.120000,13.120000,13.120000,13.120000,5.355583,0
2016-07-26,13.200000,13.200000,13.200000,13.200000,5.388239,0
2016-07-27,13.140000,13.140000,13.140000,13.140000,5.363748,0
2016-07-28,13.170000,13.170000,13.170000,13.170000,5.375993,0
2016-07-29,13.230000,13.230000,13.230000,13.230000,5.400485,0
2016-08-01,13.170000,13.170000,13.170000,13.170000,5.375993,0
2016-08-02,13.040000,13.040000,13.040000,13.040000,5.322927,0
2016-08-03,13.140000,13.140000,13.140000,13.140000,5.363748,0
2016-08-04,13.150000,13.150000,13.150000,13.150000,5.367830,0
2016-08-05,13.340000,13.340000,13.340000,13.340000,5.445386,0
2016-08-08,13.340000,13.340000,13.340000,13.340000,5.445386,0
2016-08-09,13.350000,13.350000,13.350000,13.350000,5.449469,0
2016-08-10,13.300000,13.300000,13.300000,13.300000,5.429059,0
2016-08-11,13.360000,13.360000,13.360000,13.360000,5.453550,0
2016-08-12,13.350000,13.350000,13.350000,13.350000,5.449469,0
2016-08-15,13.460000,13.460000,13.460000,13.460000,5.494371,0
2016-08-16,13.360000,13.360000,13.360000,13.360000,5.453550,0
2016-08-17,13.370000,13.370000,13.370000,13.370000,5.457632,0
2016-08-18,13.440000,13.440000,13.440000,13.440000,5.486207,0
2016-08-19,13.480000,13.480000,13.480000,13.480000,5.502535,0
2016-08-22,13.480000,13.480000,13.480000,13.480000,5.502535,0
2016-08-23,13.550000,13.550000,13.550000,13.550000,5.531109,0
2016-08-24,13.490000,13.490000,13.490000,13.490000,5.506617,0
2016-08-25,13.500000,13.500000,13.500000,13.500000,5.510699,0
2016-08-26,13.470000,13.470000,13.470000,13.470000,5.498454,0
2016-08-29,13.550000,13.550000,13.550000,13.550000,5.531109,0
2016-08-30,13.560000,13.560000,13.560000,13.560000,5.535192,0
